category,type,width,height,channels,mean_brightness,std_brightness,mean_r,mean_g,mean_b
metal_nut,defective,700,700,3,54.73114217687075,38.05744069615942,50.98340204081633,55.7150387755102,57.49498571428571
metal_nut,defective,700,700,3,57.06295306122449,38.26578647386073,53.82308979591837,58.37845918367347,58.98731020408163
metal_nut,defective,700,700,3,58.063446258503404,37.82048631967384,54.09375306122449,59.576983673469385,60.51960204081632
metal_nut,defective,700,700,3,55.95034557823129,39.30538444034129,52.51774693877551,57.12838163265306,58.20490816326531
metal_nut,defective,700,700,3,55.209640136054425,36.01860613277599,51.2501693877551,56.51728775510204,57.86146326530612
metal_nut,defective,700,700,3,57.023004761904765,36.72077533017184,53.41141632653061,58.25681224489796,59.40078571428572
metal_nut,defective,700,700,3,58.993047619047616,40.15332731569754,55.907085714285714,60.4688306122449,60.60322653061225
metal_nut,defective,700,700,3,56.70039455782313,38.11093084909446,53.119969387755106,58.07286530612245,58.908348979591835
metal_nut,defective,700,700,3,54.32072925170068,35.50820889221952,50.57069387755102,55.285397959183676,57.106095918367345
metal_nut,defective,700,700,3,55.31210544217687,38.12204547787872,51.313246938775514,56.40980408163265,58.21326530612245
metal_nut,defective,700,700,3,62.301463265306126,44.111760145849736,57.71577142857143,64.94751020408164,64.24110816326531
metal_nut,defective,700,700,3,60.5888,41.416594413245676,56.529591836734696,63.145216326530615,62.09159183673469
metal_nut,defective,700,700,3,59.846436054421766,37.914752801770724,55.328067346938774,62.3633693877551,61.84787142857143
metal_nut,defective,700,700,3,60.28711836734694,41.907045546596244,55.602416326530616,62.82387551020408,62.43506326530612
metal_nut,defective,700,700,3,58.297430612244895,37.26226415918651,53.96103673469388,60.7288612244898,60.20239387755102
metal_nut,defective,700,700,3,60.9298231292517,42.35551062906678,56.624683673469384,63.57480204081633,62.58998367346939
metal_nut,defective,700,700,3,54.489756462585035,32.844850513802356,49.9022612244898,56.01077959183674,57.55622857142857
metal_nut,defective,700,700,3,59.55010612244898,38.72682957372416,55.71236734693878,62.13404285714286,60.803908163265305
metal_nut,defective,700,700,3,54.13405986394558,31.612728181144362,50.09949387755102,55.382297959183674,56.92038775510204
metal_nut,defective,700,700,3,62.51163741496599,43.21217768112043,59.01740612244898,65.23384489795919,63.2836612244898
metal_nut,defective,700,700,3,58.575483673469385,41.00820347875747,54.628063265306125,60.82025918367347,60.278128571428574
metal_nut,defective,700,700,3,62.015873469387756,43.24524504244679,57.52271632653061,64.6255,63.89940408163265
metal_nut,defective,700,700,3,53.91462993197279,35.172861567735005,49.9532693877551,54.92555918367347,56.86506122448979
metal_nut,defective,700,700,3,54.45037278911565,35.83478714591452,51.482769387755106,55.29238775510204,56.575961224489795
metal_nut,defective,700,700,3,61.17644965986395,44.00145315558621,57.62838775510204,63.34459183673469,62.556369387755105
metal_nut,defective,700,700,3,53.466960544217685,36.5632078310665,49.261326530612244,54.674757142857146,56.46479795918367
metal_nut,defective,700,700,3,53.553648299319725,37.291947035475566,50.306097959183674,54.629479591836734,55.725367346938775
metal_nut,defective,700,700,3,60.77917891156463,44.246174521822894,56.95110204081632,62.866638775510204,62.51979591836735
metal_nut,defective,700,700,3,61.80400612244898,42.82456392674196,59.144861224489794,63.631885714285715,62.63527142857143
metal_nut,defective,700,700,3,59.593138095238096,42.36896796458053,57.02058775510204,60.489073469387755,61.26975306122449
metal_nut,defective,700,700,3,57.968351020408164,39.29603117834296,54.766504081632654,59.4367693877551,59.70177959183673
metal_nut,defective,700,700,3,54.18048979591837,35.083930779543124,50.124736734693876,55.292530612244896,57.12420204081633
metal_nut,defective,700,700,3,60.93445102040816,42.305614533042174,58.2326306122449,62.204614285714285,62.36610816326531
metal_nut,defective,700,700,3,56.428357142857145,38.66818537012083,52.93301224489796,57.74670408163265,58.60535510204082
metal_nut,defective,700,700,3,63.12354693877551,44.36948809225643,60.5485081632653,65.12345510204082,63.69867755102041
metal_nut,defective,700,700,3,60.92852380952381,40.77529917887771,57.31813469387755,62.634716326530615,62.83272040816327
metal_nut,defective,700,700,3,56.92351768707483,38.40581739319557,53.64351632653061,58.275891836734694,58.85114489795918
metal_nut,defective,700,700,3,57.24863945578231,40.513612798150234,54.107038775510205,58.5249387755102,59.11394081632653
metal_nut,defective,700,700,3,56.00545306122449,36.57943580764498,52.89572857142857,56.99500408163265,58.125626530612244
metal_nut,defective,700,700,3,58.798972108843536,41.22612756383293,55.679489795918364,60.18863673469388,60.528789795918364
metal_nut,defective,700,700,3,61.865657823129254,41.845160796817204,58.12236734693877,63.82953469387755,63.64507142857143
metal_nut,defective,700,700,3,63.47247755102041,43.233639290769005,60.54995306122449,65.4895387755102,64.37794081632653
metal_nut,defective,700,700,3,65.2040156462585,44.802353148959796,63.44663469387755,67.22093673469388,64.94447551020409
metal_nut,defective,700,700,3,57.6133925170068,39.516727491796395,53.729989795918364,59.19808367346939,59.912104081632656
metal_nut,defective,700,700,3,58.84259795918367,38.943720644781386,56.13428571428572,59.93153673469388,60.46197142857143
metal_nut,defective,700,700,3,58.048016326530615,40.66650393200077,54.9597,59.36362244897959,59.82072653061225
pill,good,800,800,3,80.62450572916667,75.09790046714626,78.3618359375,78.6143671875,84.8973140625
pill,good,800,800,3,75.57344479166666,78.83488079410607,74.425965625,74.396825,77.89754375
pill,good,800,800,3,78.30183333333333,76.55685943013565,76.5666703125,76.370778125,81.9680515625
pill,good,800,800,3,80.76059739583333,75.32568792858086,78.4494890625,78.8272546875,85.0050484375
pill,good,800,800,3,78.365421875,76.66261551012508,76.5245921875,76.493384375,82.0782890625
pill,good,800,800,3,80.37535572916667,74.77930528710746,78.109334375,78.3800875,84.6366453125
pill,good,800,800,3,78.5505171875,76.21857434442805,76.615534375,76.8342109375,82.20180625
pill,good,800,800,3,81.79978645833333,74.83671710489266,79.390815625,79.505778125,86.502765625
pill,good,800,800,3,80.82456875,74.82315137849956,78.7025640625,78.78308125,84.9880609375
pill,good,800,800,3,80.90436510416667,75.25242304590066,78.581021875,78.9235234375,85.20855
pill,good,800,800,3,77.88940833333334,76.95066857046533,76.278340625,76.0724765625,81.3174078125
pill,good,800,800,3,80.8194546875,74.534232967941,78.2746421875,78.8545375,85.329184375
pill,good,800,800,3,81.16837552083334,74.13987345296376,78.8356734375,78.7958921875,85.8735609375
pill,good,800,800,3,80.688559375,75.05692936273172,78.4405765625,78.5002953125,85.12480625
pill,good,800,800,3,81.5765484375,74.47137596589299,79.226590625,79.2546125,86.2484421875
pill,good,800,800,3,78.0919953125,76.44676976285508,76.09191875,76.6467890625,81.537278125
pill,good,800,800,3,80.56079166666666,74.8089525558156,78.415515625,78.2627265625,85.0041328125
pill,good,800,800,3,80.37421354166666,74.9223592409184,78.04665,78.296925,84.779065625
pill,good,800,800,3,80.28470416666667,74.83190441608102,78.088309375,78.2420171875,84.5237859375
pill,good,800,800,3,75.403275,78.7963690107252,74.303959375,74.298234375,77.60763125
pill,good,800,800,3,78.69102291666667,76.82162314166699,76.638628125,77.14281875,82.291621875
pill,good,800,800,3,80.22134270833334,74.97000968518769,77.8815140625,78.268975,84.5135390625
pill,good,800,800,3,80.94438697916667,74.20230276640845,78.5459703125,78.635128125,85.6520625
pill,good,800,800,3,78.66110885416667,76.60697180644708,76.7186296875,76.9982453125,82.2664515625
pill,good,800,800,3,78.5341296875,76.63101844062734,76.8275484375,76.6427859375,82.1320546875
pill,defective,800,800,3,81.14943177083333,74.33956339157523,78.9214734375,78.8496609375,85.6771609375
pill,defective,800,800,3,81.269609375,74.46055965488203,79.0604265625,78.88869375,85.8597078125
pill,defective,800,800,3,81.4011078125,74.53639537111104,79.1604875,79.1176703125,85.925165625
pill,defective,800,800,3,81.457321875,74.34745366236594,78.9343875,79.4610546875,85.9765234375
pill,defective,800,800,3,82.15282083333334,74.57845360871931,79.80688125,80.123525,86.52805625
pill,defective,800,800,3,81.43159427083333,74.54358161665934,79.274065625,79.056078125,85.9646390625
pill,defective,800,800,3,82.2331234375,74.19552124443712,79.8758078125,80.0676640625,86.7558984375
pill,defective,800,800,3,80.915609375,74.63732838626443,78.644528125,78.553040625,85.549259375
pill,defective,800,800,3,81.44083125,74.20802554514586,79.2578765625,79.1349546875,85.9296625
pill,defective,800,800,3,82.3366953125,74.33057237713412,79.8917546875,80.2416765625,86.8766546875
pill,defective,800,800,3,81.60322239583333,74.59507258170831,79.2719140625,79.495378125,86.042375
pill,defective,800,800,3,81.34677916666666,74.39221811509965,79.075575,79.0213109375,85.9434515625
pill,defective,800,800,3,73.7783828125,80.03453082816634,72.6992671875,72.8793140625,75.7565671875
pill,defective,800,800,3,80.8117421875,74.79894399694783,77.6659765625,78.1943703125,86.5748796875
pill,defective,800,800,3,74.05866145833333,78.21312992181456,72.060253125,72.7044546875,77.4112765625
pill,defective,800,800,3,80.61644427083333,74.77279415629809,77.425778125,78.030503125,86.3930515625
pill,defective,800,800,3,85.5178734375,71.66708858876741,80.329234375,82.2830171875,93.94136875
pill,defective,800,800,3,80.590275,74.81051824448024,77.063353125,78.14718125,86.560290625
pill,defective,800,800,3,86.75535260416666,70.58908757471566,80.6916234375,83.1010609375,96.4733734375
pill,defective,800,800,3,85.58810677083333,71.37749640051314,80.2190765625,82.2573296875,94.2879140625
pill,defective,800,800,3,73.60273385416667,79.94025777054938,72.483475,72.6973875,75.6273390625
pill,defective,800,800,3,80.16610989583333,75.21633911939176,78.0116734375,78.054846875,84.431809375
pill,defective,800,800,3,79.7190203125,75.21990060329367,77.38488125,77.84360625,83.9285734375
pill,defective,800,800,3,80.31048645833333,75.3281274535561,78.0849328125,78.1856359375,84.660890625
pill,defective,800,800,3,80.887265625,75.16131888535287,78.6773484375,78.98950625,84.9949421875
pill,defective,800,800,3,80.88945989583334,75.20095552328134,78.6168828125,78.97533125,85.076165625
pill,defective,800,800,3,79.72295208333334,75.51092233132152,77.8063578125,77.7457515625,83.616746875
pill,defective,800,800,3,80.51541822916667,75.25456824995108,78.41643125,78.25349375,84.8763296875
pill,defective,800,800,3,80.77310885416667,75.08473870603649,78.657565625,78.6640578125,84.997703125
pill,defective,800,800,3,79.8312984375,75.12611191420271,77.5922328125,77.727053125,84.174609375
pill,defective,800,800,3,80.33473385416667,74.95649929165162,78.1755453125,78.1265625,84.70209375
pill,defective,800,800,3,80.65955416666667,75.30533294922013,78.3602328125,78.7471234375,84.87130625
pill,defective,800,800,3,80.49748125,75.06310887839136,78.3939109375,78.300253125,84.7982796875
pill,defective,800,800,3,79.38982395833334,76.07389715208829,77.488465625,77.3423734375,83.3386328125
pill,defective,800,800,3,79.6490796875,75.98373860595724,77.5030578125,77.9467609375,83.4974203125
pill,defective,800,800,3,79.04054375,76.22966165883855,77.1664828125,77.0006703125,82.954478125
pill,defective,800,800,3,78.86019479166667,76.10232419744962,77.0179484375,76.8710578125,82.691578125
pill,defective,800,800,3,80.29220104166667,75.07667442361563,78.1081625,78.164521875,84.60391875
pill,defective,800,800,3,79.71460677083333,75.7577969184289,77.7141796875,77.9891,83.440540625
pill,defective,800,800,3,81.05408958333334,74.69097542363225,78.917115625,78.633725,85.611428125
pill,defective,800,800,3,81.29754479166667,74.84896491166027,78.9124140625,78.9882484375,85.991971875
pill,defective,800,800,3,79.16199427083333,76.45663493146763,77.342671875,77.143240625,83.0000703125
pill,defective,800,800,3,79.83591145833333,75.69038056693309,77.5764,78.05805,83.873284375
pill,defective,800,800,3,80.12574583333334,76.04877165528096,78.0663703125,78.3538046875,83.9570625
pill,defective,800,800,3,79.37991927083333,75.56046677298795,77.361046875,77.65731875,83.1213921875
pill,defective,800,800,3,79.49171822916666,75.47920936254964,77.4285921875,77.6904390625,83.3561234375
pill,defective,800,800,3,78.38984375,76.60030745407563,76.3535328125,76.6681640625,82.147834375
pill,defective,800,800,3,79.74544739583334,75.63472978285756,77.8154453125,77.6237078125,83.7971890625
pill,defective,800,800,3,80.99611145833333,74.7875085971642,78.8272640625,78.6822859375,85.478784375
pill,defective,800,800,3,80.81444739583333,74.5489401607109,78.534515625,78.63540625,85.2734203125
pill,defective,800,800,3,80.73753177083333,74.56138786200161,78.5070609375,78.6562859375,85.0492484375
pill,defective,800,800,3,81.40084479166667,74.64879605606284,79.050178125,79.1855734375,85.9667828125
pill,defective,800,800,3,79.44039010416667,75.59933379056315,77.5255375,77.4125640625,83.38306875
pill,defective,800,800,3,81.40357291666666,74.82387682741566,79.118803125,79.1618453125,85.9300703125
pill,defective,800,800,3,79.3739390625,75.5432118496209,77.4816953125,77.400846875,83.239275
pill,defective,800,800,3,79.7244203125,75.63920663462173,77.710715625,77.7227984375,83.739746875
pill,defective,800,800,3,79.96036041666666,75.59977375100696,77.91835,78.164190625,83.798540625
pill,defective,800,800,3,78.59035625,76.35151959930522,76.7872234375,76.6038734375,82.379971875
pill,defective,800,800,3,79.49669739583334,75.78811541429917,77.528175,77.808684375,83.1532328125
pill,defective,800,800,3,78.87876302083333,77.17028653562662,77.0820671875,77.3537421875,82.2004796875
pill,defective,800,800,3,79.30735520833333,76.63987457899604,77.2667375,77.6547046875,83.0006234375
pill,defective,800,800,3,81.22089583333333,74.65159043174599,78.788765625,79.1959703125,85.6779515625
pill,defective,800,800,3,78.92687864583333,76.35244539876723,76.8816515625,77.3375796875,82.5614046875
pill,defective,800,800,3,80.58951354166666,74.89910253991155,78.3554484375,78.2540546875,85.1590375
pill,defective,800,800,3,80.46193229166667,74.50713242434968,78.3540625,78.1827453125,84.8489890625
pill,defective,800,800,3,78.70215364583333,76.52107240102869,76.9087484375,76.6960359375,82.5016765625
pill,defective,800,800,3,80.48515260416667,74.66289025075646,78.2766390625,78.1730203125,85.0057984375
pill,defective,800,800,3,80.409878125,75.04066750162417,78.2522984375,78.260503125,84.7168328125
pill,defective,800,800,3,78.73080677083334,77.06985781382286,77.0844875,76.864609375,82.2433234375
pill,defective,800,800,3,81.73257552083334,74.55635535090518,79.28055,79.6773390625,86.2398375
pill,defective,800,800,3,80.70486614583334,74.5163810896344,78.43684375,78.511171875,85.1665828125
pill,defective,800,800,3,80.42424739583333,75.69733005310002,78.490540625,78.2874515625,84.49475
pill,defective,800,800,3,79.7759109375,75.47767025769656,77.8192984375,77.6857421875,83.8226921875
pill,defective,800,800,3,79.77844010416666,75.53471937807845,77.7335265625,77.7555671875,83.8462265625
pill,defective,800,800,3,81.39361666666667,74.46675830168374,78.9653578125,79.37699375,85.8384984375
pill,defective,800,800,3,79.8646203125,75.6475405936045,77.614509375,77.8880671875,84.091284375
pill,defective,800,800,3,81.25348333333334,74.58621792618968,79.0540703125,78.8450609375,85.86131875
pill,defective,800,800,3,81.17350052083333,74.73591914595085,79.079578125,78.8097015625,85.631221875
pill,defective,800,800,3,79.70778958333334,75.56067096317851,77.5766109375,77.7324203125,83.8143375
pill,defective,800,800,3,80.09771458333333,75.28515943415984,77.8021015625,78.2099078125,84.281134375
pill,defective,800,800,3,81.50905520833334,74.37571415121471,79.0350453125,79.418871875,86.0732484375
cable,good,1024,1024,3,109.25411860148112,54.772466455919684,87.58627033233643,112.09396648406982,128.0821189880371
cable,good,1024,1024,3,98.37016169230144,57.12518115570973,79.71277523040771,101.87440204620361,113.52330780029297
cable,good,1024,1024,3,100.1690715154012,50.553498530755704,82.03363800048828,102.58207988739014,115.8914966583252
cable,good,1024,1024,3,101.21080207824707,52.79156568496329,81.76374053955078,103.79706954956055,118.07159614562988
cable,good,1024,1024,3,109.49654324849446,55.87531914903975,88.50657653808594,112.78147029876709,127.20158290863037
cable,good,1024,1024,3,102.54897499084473,56.13693214348155,82.5269422531128,106.07874965667725,119.04123306274414
cable,good,1024,1024,3,104.57685788472493,54.514971008960764,83.57346153259277,107.44726276397705,122.70984935760498
cable,good,1024,1024,3,109.92186323801677,55.92996790014864,87.84477138519287,112.78974342346191,129.1310749053955
cable,good,1024,1024,3,100.20329602559407,55.82463897274434,80.3919506072998,103.92707633972168,116.29086112976074
cable,good,1024,1024,3,105.09633541107178,54.10156956578564,85.51241397857666,107.25482368469238,122.52176856994629
cable,good,1024,1024,3,107.13411744435628,54.72509100073463,87.10759830474854,110.19330883026123,124.10144519805908
cable,good,1024,1024,3,98.5461835861206,50.53292076543719,81.17929172515869,100.93857479095459,113.52068424224854
cable,good,1024,1024,3,93.35669771830241,55.83619957042703,76.24067211151123,97.35847473144531,106.47094631195068
cable,good,1024,1024,3,105.98344707489014,54.684634850635476,85.70378398895264,109.14531230926514,123.10124492645264
cable,good,1024,1024,3,97.33411471048991,56.66192259119306,79.29880714416504,100.80147171020508,111.90206527709961
cable,good,1024,1024,3,110.42182032267253,55.49368039690614,89.09041500091553,113.34794235229492,128.82710361480713
cable,good,1024,1024,3,97.41700871785481,54.94301191802518,78.58877944946289,100.62869644165039,113.03355026245117
cable,good,1024,1024,3,98.10729344685872,53.494377235137144,79.16756820678711,101.49314594268799,113.66116619110107
cable,good,1024,1024,3,105.09737745920818,54.494921089019066,85.6043119430542,107.84350299835205,121.84431743621826
cable,good,1024,1024,3,101.1634562810262,54.920589911537725,81.76443290710449,104.2973461151123,117.42858982086182
cable,good,1024,1024,3,105.09929752349854,54.01747271381879,86.3754301071167,107.97006320953369,120.95239925384521
cable,good,1024,1024,3,97.4912919998169,54.719975248342095,78.94607543945312,100.71925640106201,112.80854415893555
cable,good,1024,1024,3,104.41981220245361,52.3598937589445,84.7701997756958,106.75012302398682,121.73911380767822
cable,good,1024,1024,3,97.46995576222737,55.428521733430486,78.75923538208008,101.09831809997559,112.55231380462646
cable,good,1024,1024,3,96.60026677449544,54.29691825050776,77.97937870025635,99.83517456054688,111.9862470626831
cable,defective,1024,1024,3,104.29760138193767,51.51762307930465,85.67584037780762,106.61419773101807,120.6027660369873
cable,defective,1024,1024,3,101.6441084543864,51.389229553863636,83.96118354797363,103.81502342224121,117.15611839294434
cable,defective,1024,1024,3,104.20291360219319,52.83827829038394,85.8058385848999,106.25792598724365,120.54497623443604
cable,defective,1024,1024,3,107.51737054189046,54.72504642793476,87.44618701934814,110.03338527679443,125.07253932952881
cable,defective,1024,1024,3,98.65085506439209,46.98937768102902,81.38644504547119,100.42451572418213,114.14160442352295
cable,defective,1024,1024,3,100.28577931722005,47.45496014906121,83.30708312988281,102.36816501617432,115.18208980560303
cable,defective,1024,1024,3,103.92863305409749,52.71786655378264,85.36777114868164,106.17587757110596,120.24225044250488
cable,defective,1024,1024,3,104.15955416361491,53.5166733555086,85.78516483306885,106.80281639099121,119.89068126678467
cable,defective,1024,1024,3,104.18285115559895,52.39100319335821,85.51149272918701,106.42796230316162,120.60909843444824
cable,defective,1024,1024,3,101.4716084798177,50.95974109302107,83.85698127746582,103.62202072143555,116.93582344055176
cable,defective,1024,1024,3,108.76585992177327,55.630999190132584,89.02174091339111,111.46078872680664,125.81505012512207
cable,defective,1024,1024,3,99.1954558690389,50.727717999202014,84.31834030151367,100.5484972000122,112.71953010559082
cable,defective,1024,1024,3,101.99794705708821,52.21901496210338,84.00191402435303,104.03649139404297,117.95543575286865
cable,defective,1024,1024,3,106.68138853708903,54.0570163654462,87.67144012451172,108.86340999603271,123.50931549072266
cable,defective,1024,1024,3,101.10780334472656,53.367860808653475,83.48967552185059,102.84445571899414,116.98927879333496
cable,defective,1024,1024,3,105.74715932210286,55.536271087033235,86.93701553344727,108.42560577392578,121.87885665893555
cable,defective,1024,1024,3,103.95206133524577,55.18379058627373,85.89703750610352,106.89837646484375,119.06077003479004
cable,defective,1024,1024,3,104.42884127298991,53.525609412454884,85.57537078857422,106.48391819000244,121.22723484039307
cable,defective,1024,1024,3,101.43013381958008,52.019907548262104,83.86771869659424,103.92693328857422,116.49574947357178
cable,defective,1024,1024,3,103.45857429504395,52.92996681550934,85.55273151397705,106.01989936828613,118.80309200286865
cable,defective,1024,1024,3,103.89453570048015,51.880663658195665,85.94633388519287,106.4961576461792,119.24111557006836
cable,defective,1024,1024,3,102.88971010843913,54.72671438570859,84.24334621429443,105.19752311706543,119.22826099395752
cable,defective,1024,1024,3,111.80797386169434,57.07329575113578,90.06985759735107,114.61142539978027,130.74263858795166
cable,defective,1024,1024,3,111.59563668568929,57.19578895181784,90.06565380096436,114.81160259246826,129.90965366363525
cable,defective,1024,1024,3,114.4263203938802,58.23384171055171,92.30115699768066,117.92355537414551,133.05424880981445
cable,defective,1024,1024,3,111.87982813517253,58.884977624178255,89.98162174224854,115.38142776489258,130.27643489837646
cable,defective,1024,1024,3,114.03515148162842,57.70644371543798,92.20572090148926,117.25602436065674,132.64370918273926
cable,defective,1024,1024,3,108.7186632156372,54.65998585730992,87.51574993133545,111.66800880432129,126.97223091125488
cable,defective,1024,1024,3,112.68252023061116,57.80305434686856,90.89734745025635,115.9776439666748,131.17256927490234
cable,defective,1024,1024,3,110.7981726328532,55.90198266720814,89.55845069885254,113.86530876159668,128.97075843811035
cable,defective,1024,1024,3,108.39921474456787,56.72305112488887,87.77123928070068,111.6899471282959,125.73645782470703
cable,defective,1024,1024,3,110.47042496999104,56.78972692898064,89.09877967834473,113.52861785888672,128.7838773727417
cable,defective,1024,1024,3,92.04915650685628,52.35956987069615,73.92424297332764,94.3235092163086,107.89971733093262
cable,defective,1024,1024,3,100.2970921198527,53.370884903664745,81.99141120910645,104.11303424835205,114.78683090209961
cable,defective,1024,1024,3,86.41773732503255,49.14686746945185,71.37889385223389,89.85736656188965,98.01695156097412
cable,defective,1024,1024,3,101.89311631520589,56.22688809287865,81.5597791671753,103.4383897781372,120.68118000030518
cable,defective,1024,1024,3,94.64683882395427,50.342912830595,77.44326210021973,97.91932392120361,108.57793045043945
cable,defective,1024,1024,3,90.75320116678874,56.4945028066018,75.26198196411133,94.99070167541504,102.00691986083984
cable,defective,1024,1024,3,102.96241315205891,56.3654073201733,81.1275463104248,104.05185222625732,123.70784091949463
cable,defective,1024,1024,3,98.60725625356038,45.90321996861912,83.38269233703613,101.83123683929443,110.60783958435059
cable,defective,1024,1024,3,98.91691398620605,49.206580733968316,82.36332416534424,100.82954978942871,113.55786800384521
cable,defective,1024,1024,3,100.49821217854817,49.02777698680413,83.32364559173584,101.96134090423584,116.20965003967285
cable,defective,1024,1024,3,100.53302478790283,50.54981629059301,83.04154014587402,102.32225608825684,116.23527812957764
cable,defective,1024,1024,3,101.25189590454102,53.92525308276616,82.70773315429688,103.54513835906982,117.50281620025635
cable,defective,1024,1024,3,95.82604789733887,49.78603827838431,78.68989181518555,98.39613914489746,110.3921127319336
cable,defective,1024,1024,3,99.9113073348999,52.11017148739106,81.4848518371582,102.57555484771729,115.67351531982422
cable,defective,1024,1024,3,111.85251394907634,57.828545320044924,89.92318344116211,115.76562786102295,129.86873054504395
cable,defective,1024,1024,3,102.86975733439128,53.8520602432152,83.44092273712158,105.50275707244873,119.66559219360352
cable,defective,1024,1024,3,106.04227002461751,53.77146392383976,86.39487648010254,108.8974781036377,122.8344554901123
cable,defective,1024,1024,3,100.07396189371745,53.37494697457968,81.64294815063477,102.85883617401123,115.72010135650635
cable,defective,1024,1024,3,109.19729359944661,57.07915620378967,87.61065196990967,113.33225917816162,126.64896965026855
cable,defective,1024,1024,3,101.89871501922607,55.4544896210883,82.82769298553467,105.06634044647217,117.80211162567139
cable,defective,1024,1024,3,96.27491410573323,50.5982753273365,79.47789096832275,98.05476379394531,111.29208755493164
cable,defective,1024,1024,3,105.56161340077718,51.44750421373203,88.1046895980835,109.61978149414062,118.96036911010742
cable,defective,1024,1024,3,105.51681168874104,54.656674245947926,87.90132141113281,108.69932174682617,119.94979190826416
cable,defective,1024,1024,3,103.15357398986816,51.401431460116335,83.1131010055542,104.69062805175781,121.65699291229248
cable,defective,1024,1024,3,106.16269556681316,54.049389714215664,83.99411392211914,108.7742338180542,125.71973896026611
cable,defective,1024,1024,3,105.6062806447347,55.256591453146065,85.54353427886963,107.59556007385254,123.67974758148193
cable,defective,1024,1024,3,105.85367552439372,52.58811817560827,88.08666515350342,110.17382526397705,119.30053615570068
cable,defective,1024,1024,3,106.96788692474365,52.47609254436424,86.94392681121826,110.64496612548828,123.31476783752441
cable,defective,1024,1024,3,106.73113791147868,55.36028573166763,84.31240940093994,108.47572994232178,127.40527439117432
cable,defective,1024,1024,3,109.16057872772217,56.162183469694206,91.0213270187378,113.8467206954956,122.6136884689331
cable,defective,1024,1024,3,104.41222127278645,54.25414472364899,82.589524269104,105.72342777252197,124.9237117767334
cable,defective,1024,1024,3,113.26734574635823,55.93426499779438,91.62419033050537,115.2122974395752,132.96554946899414
cable,defective,1024,1024,3,106.17230161031087,53.717991464218045,83.72441101074219,108.60759449005127,126.18489933013916
cable,defective,1024,1024,3,103.92407894134521,55.031746860093776,84.04048252105713,106.70404434204102,121.0277099609375
cable,defective,1024,1024,3,103.36484082539876,53.96727067482859,83.82765865325928,106.19025135040283,120.07661247253418
cable,defective,1024,1024,3,106.71432717641194,54.78994525115866,87.07215881347656,109.93209171295166,123.13873100280762
